micro_topic_id,subject,section,topic,micro_topic,syllabus_ref,group_applicability,depth_level,content_type,topic_category,pyq_frequency,difficulty_trend,prediction_priority,data_confidence,prelims_or_mains,paper
MT-AP_HIST-M2-10-001,AP History,Mains Paper-II (M2-10),ANDHRA MOVEMENT & STATE FORMATION,Origin & Growth of Andhra Movement — Background — Telugu-speaking people divided among multiple provinces; Andhra Mahasabhas — Cultural + Political demand for separate state; Demand for Andhra province — Since early 20th century (+1 more),"Formation of Andhra Pradesh, Bifurcation of the State",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-10-002,AP History,Mains Paper-II (M2-10),ANDHRA MOVEMENT & STATE FORMATION,Formation of Andhra State (1953) — Potti Sreeramulu — Fast unto death for separate Andhra state (died 16 Dec 1952); Public reaction — Widespread agitation; Government response — Andhra State formed (1 Oct 1953) from Madras Presidency (+2 more),"Formation of Andhra Pradesh, Bifurcation of the State",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-10-003,AP History,Mains Paper-II (M2-10),ANDHRA MOVEMENT & STATE FORMATION,"Formation of Andhra Pradesh (1956) — Visalandhra Mahasabha — Demand for united Telugu state; States Reorganization Commission (SRC, 1953) — Fazl Ali, K.M. Panikkar, H.N. Kunzru; SRC recommended merger of Telangana with Andhra (+4 more)","Formation of Andhra Pradesh, Bifurcation of the State",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-10-004,AP History,Mains Paper-II (M2-10),ANDHRA MOVEMENT & STATE FORMATION,AP (1956-2014) — Key Events — Important social and cultural developments; Jai Andhra movement (1972); Telangana movement phases (+2 more),"Formation of Andhra Pradesh, Bifurcation of the State",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-AP_HIST-M2-10-005,AP History,Mains Paper-II (M2-10),ANDHRA MOVEMENT & STATE FORMATION,"Bifurcation of AP (2014) — Telangana movement — Causes, phases; AP Reorganisation Act 2014 — Key provisions; Impact: (+9 more)","Formation of Andhra Pradesh, Bifurcation of the State",G1_ONLY,analytical,static,ap_specific,,,,,mains,paper2
MT-GEOG-M2-11-001,Geography,Mains Paper-II (M2-11),GENERAL & PHYSICAL GEOGRAPHY,"Earth in Solar System — Solar system — Sun, planets, asteroids, comets; Earth — Shape, size, motions (rotation, revolution); Latitude, Longitude, Time zones, International Date Line (+1 more)",Physical Geography – Physiographic regions of India and AP,G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-GEOG-M2-11-002,Geography,Mains Paper-II (M2-11),GENERAL & PHYSICAL GEOGRAPHY,"Interior of Earth — Layers — Crust, Mantle, Core (Inner/Outer); Rocks — Igneous, Sedimentary, Metamorphic, Rock cycle; Plate tectonics — Continental drift, Sea floor spreading (+3 more)",Physical Geography – Physiographic regions of India and AP,G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-GEOG-M2-11-003,Geography,Mains Paper-II (M2-11),GENERAL & PHYSICAL GEOGRAPHY,"Major Landforms — Mountains — Fold, Block, Volcanic, Residual; Plateaus — Types, features; Plains — Alluvial, Coastal, Riverine (+3 more)",Physical Geography – Physiographic regions of India and AP,G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-GEOG-M2-11-004,Geography,Mains Paper-II (M2-11),GENERAL & PHYSICAL GEOGRAPHY,"Atmosphere — Structure — Troposphere, Stratosphere, Mesosphere, Thermosphere, Exosphere; Composition — N2, O2, CO2, Ar, Water vapor; Insolation, Heat budget, Temperature distribution (+4 more)",Physical Geography – Physiographic regions of India and AP,G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-GEOG-M2-11-005,Geography,Mains Paper-II (M2-11),GENERAL & PHYSICAL GEOGRAPHY,"Climate — Koppen classification; Factors — Latitude, Altitude, Distance from sea, Ocean currents, Relief; Climate change — Greenhouse effect, Global warming, El Nino, La Nina",Physical Geography – Physiographic regions of India and AP,G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-GEOG-M2-11-006,Geography,Mains Paper-II (M2-11),GENERAL & PHYSICAL GEOGRAPHY,"Oceans — Relief — Continental shelf, Slope, Deep-sea plains, Trenches; Temperature, Salinity distribution; Ocean currents — Warm, Cold; Atlantic, Pacific, Indian Ocean (+4 more)",Physical Geography – Physiographic regions of India and AP,G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-GEOG-M2-11-007,Geography,Mains Paper-II (M2-11),GENERAL & PHYSICAL GEOGRAPHY,"India Physical Geography — Major physical divisions:; Himalayas (Greater, Middle, Shiwaliks); Indo-Gangetic Plains (Bhabar, Terai, Khadar, Bangar) (+12 more)",Physical Geography – Physiographic regions of India and AP,G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-GEOG-M2-11-008,Geography,Mains Paper-II (M2-11),GENERAL & PHYSICAL GEOGRAPHY,"AP Physical Geography — Major physical divisions — Coastal plains, Eastern Ghats, Deccan plateau; Rivers — Godavari, Krishna, Pennar, Tungabhadra; Climate — Tropical, SW & NE monsoons (+4 more)",Physical Geography – Physiographic regions of India and AP,G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-GEOG-M2-13-001,Geography,Mains Paper-II (M2-13),"ECONOMIC, SOCIAL & ENVIRONMENTAL GEOGRAPHY","Economic Geography (India & AP) — Agriculture — Distribution of crops (rice, wheat, cotton, jute, tea, coffee); Livestock, Forestry, Fisheries; Industries: (+8 more)","Social Geography – Population, Urbanization, Migration",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper2
MT-GEOG-M2-13-002,Geography,Mains Paper-II (M2-13),"ECONOMIC, SOCIAL & ENVIRONMENTAL GEOGRAPHY","Human/Social Geography (India & AP) — Population — Distribution, Density, Growth trends (Census); Sex ratio — National, State variations, child sex ratio; Literacy — State-wise, gender gap (+4 more)","Social Geography – Population, Urbanization, Migration",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper2
MT-GEOG-M2-13-003,Geography,Mains Paper-II (M2-13),"ECONOMIC, SOCIAL & ENVIRONMENTAL GEOGRAPHY","Environmental Geography — Sustainable development — Concepts, Rio Summit, SDGs; Natural hazards:; Earthquakes — Seismic zones (I-V in India) (+9 more)","Social Geography – Population, Urbanization, Migration",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper2
MT-GEOG-M2-14-001,Geography,Mains Paper-II (M2-14),Fauna and Flora of India and AP,Major National Parks and Wildlife Sanctuaries of India,Fauna and Flora of India and AP,G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-GEOG-M2-14-002,Geography,Mains Paper-II (M2-14),Fauna and Flora of India and AP,Important biosphere reserves,Fauna and Flora of India and AP,G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-GEOG-M2-14-003,Geography,Mains Paper-II (M2-14),Fauna and Flora of India and AP,Endangered species and conservation efforts,Fauna and Flora of India and AP,G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-GEOG-M2-14-004,Geography,Mains Paper-II (M2-14),Fauna and Flora of India and AP,Flora and Fauna of Andhra Pradesh,Fauna and Flora of India and AP,G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-GEOG-M2-14-005,Geography,Mains Paper-II (M2-14),Fauna and Flora of India and AP,Eastern Ghats biodiversity,Fauna and Flora of India and AP,G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-GEOG-M2-14-006,Geography,Mains Paper-II (M2-14),Fauna and Flora of India and AP,"Mangrove ecosystems – Coringa, Krishna",Fauna and Flora of India and AP,G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper2
MT-GEOG-M2-14-007,Geography,Mains Paper-II (M2-14),Fauna and Flora of India and AP,Wildlife Protection Act and CITES,Fauna and Flora of India and AP,G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper2
